library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
tf,tf.nn.sparse_softmax_cross_entropy_with_logits,api_rag_issues,so_qnas,"res = tf.nn.sparse_softmax_cross_entropy_with_logits(
        labels=targets,
        logits=logits)","    def test_sparse_softmax_cross_entropy_with_logits(self):
        loss = tf.nn.sparse_softmax_cross_entropy_with_logits(logits=self.logits, labels=self.labels)
        self.assertEqual(loss.shape, (self.batch_size,))
        self.assertTrue(tf.reduce_all(loss >= 0).numpy())",filter_spatial_shape = filter_shape[:num_spatial_dims],"The SO answer shows the canonical call‐pattern for tf.nn.sparse_softmax_cross_entropy_with_logits, persuading the generator to create a direct call which, inside TF, walks the execution path that slices filter_shape and therefore hits filter_spatial_shape line.",API usage sequences,medium
tf,tf.nn.sparse_softmax_cross_entropy_with_logits,api_rag_issues,so_qnas,"I think the problem is that you are generating invalid labels - the network can only predict values [0, 8), but you generate labels in [0, 10).","    def test_invalid_labels(self):
        invalid_labels = tf.constant([self.num_classes] * self.batch_size, dtype=tf.int32)
        with self.assertRaises(tf.errors.InvalidArgumentError):
            loss = tf.nn.sparse_softmax_cross_entropy_with_logits(logits=self.logits, labels=invalid_labels)
            tf.print(loss)","if isinstance(padding, (list, tuple)) and data_format == ""NCHW_VECT_C"":
    raise ValueError(""`data_format='NCHW_VECT_C'` is not supported with ""","The remark about out-of-range labels inspired a dedicated negative-test that provokes an exception path, eventually reaching the internal padding–validation branch that raises a ValueError.",exception handling,high
tf,tf.nn.sparse_softmax_cross_entropy_with_logits,api_rag_issues,gh_issues,tf.losses.softmax_cross_entropy decides to switch things around for fun and have onehot_labels as the first argument and logits as the second… This inconsistency seems a bit error prone.,"    def test_gradient_computation(self):
        with tf.GradientTape() as tape:
            tape.watch(self.logits)
            loss = tf.nn.sparse_softmax_cross_entropy_with_logits(logits=self.logits, labels=self.labels)
            loss = tf.reduce_mean(loss)
        gradients = tape.gradient(loss, self.logits)
        self.assertIsNotNone(gradients)
        self.assertEqual(gradients.shape, self.logits.shape)",pad_extra_shape = (filter_spatial_shape - 1) * rate_or_const_rate,"GitHub discussion on argument ordering nudged the generator to emphasise gradient correctness, thereby exercising deeper TF internals that compute pad_extra_shape.",standard use case,low
tf,tf.nn.softmax,api_rag_apidoc,apidoc,"Example code: softmax = tf.exp(logits) / tf.reduce_sum(tf.exp(logits), axis, keepdims=True)","    def test_softmax_basic(self):
        logits = tf.constant([2.0, 1.0, 0.1], dtype=tf.float32)
        softmax = tf.nn.softmax(logits)
        expected = tf.constant([0.65900114, 0.24243298, 0.09856589], dtype=tf.float32)
        self.assertTrue(tf.reduce_all(tf.abs(softmax - expected) < 1e-6))","  return ragged_reduce_aggregate( #UNIQUE#
      reduce_op=math_ops.reduce_sum,
      unsorted_segment_op=math_ops.unsorted_segment_sum,
      rt_input=input_tensor,
      axis=axis,
      keepdims=keepdims,
      name=(name or 'RaggedReduceSum'))","The example explicitly shows softmax relying on tf.reduce_sum; generating a basic softmax call triggers the internal reduce_sum path that hits ragged_reduce_aggregate, covering the unique line.",API usage sequences,high
tf,tf.math.reduce_max,api_rag_apidoc,apidoc,"Unless keepdims is true, the rank of the tensor is reduced by 1 for each of the entries in axis, which must be unique. If keepdims is true, the reduced dimensions are retained with length 1.","    def test_reduce_max_keepdims_all_dimensions(self):
        # Test reduction across all dimensions with keepdims=True
        input_tensor = tf.constant([[[1, 2], [3, 4]], [[5, 6], [7, 8]]], dtype=tf.float32)
        result = tf.math.reduce_max(input_tensor, keepdims=True)
        expected = [[[8.0]]]
        self.assertTrue((result.numpy() == expected).all())",  return ragged_reduce_aggregate( #UNIQUE#,"Doc highlighted keepdims semantics, prompting a keepdims-True test that fired the ragged_reduce_aggregate path, executing the unique line in reduce_sum.",unique/complex input/parameters handling,high
tf,tf.math.reduce_max,api_rag_apidoc,apidoc,"If axis is None (the default), reduces all dimensions. Must be in the range [-rank(input_tensor), rank(input_tensor)).","    def test_reduce_max_basic(self):
        # Test basic functionality with a 2D tensor
        input_tensor = tf.constant([[1, 2, 3], [4, 5, 6]], dtype=tf.float32)
        result = tf.math.reduce_max(input_tensor)
        expected = 6.0
        self.assertEqual(result.numpy(), expected)",  return ragged_reduce_aggregate( #UNIQUE#,Axis-None behaviour in the docs led to a whole-tensor reduction test that also travels through the ragged reduction dispatcher hitting the unique line.,standard use case,medium
tf,tf.math.reduce_max,api_rag_apidoc,apidoc,"The dimensions to reduce. If None (the default), reduces all dimensions. Must be in the range [-rank(input_tensor), rank(input_tensor)).","    def test_reduce_max_negative_axis(self):
        # Test reduction with negative axis
        input_tensor = tf.constant([[1, 2, 3], [4, 5, 6]], dtype=tf.float32)
        result = tf.math.reduce_max(input_tensor, axis=-1)
        expected = [3.0, 6.0]
        self.assertTrue((result.numpy() == expected).all())",  return ragged_reduce_aggregate( #UNIQUE#,Negative-axis guidance from the docs produced a test calling a less-common axis path that internally triggers ragged_reduce_aggregate and covers the unique line.,unique/complex input/parameters handling,medium
tf,tf.nn.relu,api_rag_all,gh_issues,"- if the input is a constant tensor, `relu` returns `nan`.
- if the input is a variable tensor (like `nan` wrapped into `tf.Variable` or multiplied by a random tensor), it returns zeros.

This behavior can only be observed on the GPU. On the CPU, `relu` consistently returns `nan`.","    def test_relu_with_nan(self):
        result = tf.nn.relu(self.nan_input)
        self.assertTrue(np.isnan(result.numpy()))

    def test_relu_on_cpu(self):
        with tf.device(""/cpu:0""):
            result = tf.nn.relu(self.nan_input)
            self.assertTrue(np.isnan(result.numpy()))

    def test_relu_on_gpu(self):
        if tf.config.list_physical_devices('GPU'):
            with tf.device(""/gpu:0""):
                result = tf.nn.relu(self.nan_input)
                self.assertTrue(np.isnan(result.numpy()))

    def test_relu_with_variable(self):
        result = tf.nn.relu(self.variable_input)
        self.assertTrue(np.isnan(result.numpy()))

    def test_relu_with_variable_on_gpu(self):
        if tf.config.list_physical_devices('GPU'):
            with tf.device(""/gpu:0""):
                result = tf.nn.relu(self.variable_input)
                self.assertTrue(np.isnan(result.numpy()))","  _result = _dispatcher_for_l2_loss( #UNIQUE#
        (t, name,), None)
    if _result is not NotImplemented: #UNIQUE#
      return _result #UNCVRD#
  try: #UNIQUE#
    _, _, _op, _outputs = _op_def_library._apply_op_helper( #UNIQUE#
        ""L2Loss"", t=t, name=name)
  _result = _outputs[:] #UNIQUE#
  if _execute.must_record_gradient(): #UNIQUE#
  _result, = _result #UNIQUE#
  return _result #UNIQUE#","Issue about NaN behaviour on CPU vs GPU prompted tests with NaN tensors and variables on both devices, indirectly executing TensorFlow graph code paths that include the unique L2Loss dispatcher lines.",bug inducing,high
tf,tf.nn.relu,api_rag_all,apidoc,"A Tensor. Must be one of the following types: float32, float64, int32, ...

Example usage:","    def test_relu_with_integers(self):
        result = tf.nn.relu(self.int_input)
        expected = [0, 0, 1]
        np.testing.assert_array_equal(result.numpy(), expected)","  _result = _dispatcher_for_l2_loss( #UNIQUE#
        (t, name,), None)
    if _result is not NotImplemented: #UNIQUE#
      return _result #UNCVRD#
  try: #UNIQUE#
    _, _, _op, _outputs = _op_def_library._apply_op_helper( #UNIQUE#
        ""L2Loss"", t=t, name=name)
  _result = _outputs[:] #UNIQUE#
  if _execute.must_record_gradient(): #UNIQUE#
  _result, = _result #UNIQUE#
  return _result #UNIQUE#","API doc listing integer types encouraged a dedicated integer-tensor test, which exercised additional low-level TensorFlow dispatchers including the unique L2Loss lines.",standard use case,medium
tf,tf.nn.relu,api_rag_all,so_qnas,"You could write one based on `tf.relu`, something like:

```
  def lrelu(x, alpha):
    return tf.nn.relu(x) - alpha * tf.nn.relu(-x)
```","    def test_relu_basic_functionality(self):
        result = tf.nn.relu(self.float_input)
        expected = [0.0, 0.0, 1.0, np.nan]
        np.testing.assert_array_equal(result.numpy(), expected)","  _result = _dispatcher_for_l2_loss( #UNIQUE#
        (t, name,), None)
    if _result is not NotImplemented: #UNIQUE#
      return _result #UNCVRD#
  try: #UNIQUE#
    _, _, _op, _outputs = _op_def_library._apply_op_helper( #UNIQUE#
        ""L2Loss"", t=t, name=name)
  _result = _outputs[:] #UNIQUE#
  if _execute.must_record_gradient(): #UNIQUE#
  _result, = _result #UNIQUE#
  return _result #UNIQUE#","SO answer illustrating ReLU usage with negative values motivated a test covering positive, zero, negative and NaN, which in turn triggered the internal dispatcher lines.",API usage sequences,low
tf,tf.nn.relu,api_rag_apidoc,apidoc,"A Tensor. Must be one of the following types: float32, float64, int32, uint8, int16, int8, int64, bfloat16, uint16, half, uint32, uint64, qint8.","    def test_relu_qint8(self):
        features = tf.constant([-1, 0, 1, 2], dtype=tf.qint8)
        result = tf.nn.relu(features)
        expected = tf.constant([0, 0, 1, 2], dtype=tf.qint8)
        self.assertTrue(np.array_equal(result.numpy(), expected.numpy()))","    except _core._NotOkStatusException as e: #UNIQUE#
      _ops.raise_from_not_ok_status(e, name) #UNIQUE#","The API doc explicitly lists `qint8` as an accepted dtype, prompting the test generator to include a qint8 test that triggers TensorFlow’s error path and thereby covers the exception-handling lines.",unique/complex input/parameters handling,high
tf,tf.nn.relu,api_rag_issues,gh_issues,"The behavior of `tf.nn.relu` when fed with `nan`-valued inputs is inconsistent:
- if the input is a constant tensor, `relu` returns `nan`.
- if the input is a variable tensor (like `nan` wrapped into `tf.Variable` or multiplied by a random tensor), it returns zeros.
...
```python
x1 = tf.nn.relu(np.nan)
x2 = tf.nn.relu(np.nan * tf.random_normal(shape=[]))
x3 = tf.nn.relu(tf.Variable(np.nan))
...
assert np.all(np.isnan(sess.run(x1)))
assert not np.any(np.isnan(sess.run(x2)))  # should fail but does not
assert not np.any(np.isnan(sess.run(x3)))  # should fail but does not
```","    def test_relu_nan_values(self):
        x = tf.constant([np.nan, -np.nan, np.nan])
        y = tf.nn.relu(x)
        with tf.Session() as sess:
            result = sess.run(y)
        np.testing.assert_array_equal(np.isnan(result), [True, True, True])

    def test_relu_nan_values_variable(self):
        x = tf.Variable([np.nan, -np.nan, np.nan])
        y = tf.nn.relu(x)
        with tf.Session() as sess:
            sess.run(tf.global_variables_initializer())
            result = sess.run(y)
        np.testing.assert_array_equal(np.isnan(result), [True, True, True])

    def test_relu_nan_values_random(self):
        x = tf.constant([np.nan]) * tf.random.normal(shape=[])
        y = tf.nn.relu(x)
        with tf.Session() as sess:
            result = sess.run(y)
        np.testing.assert_array_equal(np.isnan(result), [True])

    def test_relu_on_cpu(self):
        with tf.device(""/cpu:0""):
            x = tf.constant([np.nan, -np.nan, np.nan])
            y = tf.nn.relu(x)
            with tf.Session() as sess:
                result = sess.run(y)
        np.testing.assert_array_equal(np.isnan(result), [True, True, True])

    def test_relu_on_gpu(self):
        if tf.test.is_gpu_available():
            with tf.device(""/gpu:0""):
                x = tf.constant([np.nan, -np.nan, np.nan])
                y = tf.nn.relu(x)
                with tf.Session() as sess:
                    result = sess.run(y)
            np.testing.assert_array_equal(np.isnan(result), [True, True, True])","_ops.raise_from_not_ok_status(e, name) #UNIQUE#",Issue description and code sample about NaN handling prompted tests focussing on NaN tensors that exercised fast-path execution ending in the unique error-handling line.,bug inducing,high
tf,tf.nn.relu,api_rag_issues,gh_issues,"    # disable eager model for tf=2.x
    tf.compat.v1.disable_eager_execution()","    def setUp(self):
        # Disable eager execution for TensorFlow 2.x
        if tf.__version__.startswith('2'):
            tf.compat.v1.disable_eager_execution()","_ops.raise_from_not_ok_status(e, name) #UNIQUE#","Guidance to turn off eager execution made the generated tests run through graph-mode FastPath, reaching the unique exception branch.",unique/complex input/parameters handling,medium
tf,tf.nn.relu,api_rag_sos,so_qnas,"def lrelu(x, alpha):
  return tf.nn.relu(x) - alpha * tf.nn.relu(-x)","    def test_custom_leaky_relu(self):
        def lrelu(x, alpha=0.01):
            return tf.nn.relu(x) - alpha * tf.nn.relu(-x)
        
        x = tf.constant([-1.0, 0.0, 1.0], dtype=tf.float32)
        result = lrelu(x)
        expected = [-0.01, 0.0, 1.0]
        np.testing.assert_array_almost_equal(result.numpy(), expected)","_attrs = (""T"", _op._get_attr_type(""T"")) #UNIQUE#
_inputs_flat = _op.inputs #UNIQUE#
_execute.record_gradient( #UNIQUE#",The SO answer supplies a pure-TensorFlow implementation of leaky-ReLU which the generated test copies; invoking tf.nn.relu inside this helper executes the gradient-recording block that contains the unique lines.,API usage sequences,high
